,mid,title,released,director,boxoffice,inf_adj_boxoffice,cr,wicar
1604,tt1078600,Solo quiero caminar,10-31-2008,Agustín Díaz Yanes,0,0,0,0
1788,tt5483634,Ban shou shao nu,02-18-2016,"Ah-Niu, Leken Chin, Yu Zhao",0,0,0,0
211,tt8638640,June,03-15-2019,Ahammed Khabeer,0,0,0,0
1648,tt6215484,in zan harf nemizanad,01-01-2002,Ahmad Amini,0,0,0,0
1564,tt2393776,Mael Lambong,06-21-2012,Ahmad Idham,0,0,0,0
2678,tt0819880,Divanei az ghafas parid,07-23-2003,Ahmad Reza Mo'tamedi,0,0,0,0
1227,tt4308488,Al Makida,12-26-2014,Ahmed Hassan,0,0,0,0
925,tt1530525,Basra,10-20-2008,Ahmed Rashwan,0,0,0,0
2505,tt6536194,Al Enteqam Le Rajab,04-17-1984,Ahmed Tharwat,0,0,0,0
197,tt1641385,96 Minutes,10-14-2011,Aimee Lagos,0,0,0,0
312,tt7063304,Bayala: A Magical Adventure,08-04-2020,"Aina Järvine, Federico Milella",0,0,0,0
3767,tt8584722,The Rest of Us,02-14-2020,Aisling Chin-Yee,0,0,0,0
2005,tt0339707,Song for a Raggy Boy,08-22-2003,Aisling Walsh,0,0,0,0
658,tt3721954,Maudie,08-04-2017,Aisling Walsh,"$6,170,998",6691830.231,0,0
1987,tt1095432,Un poco de chocolate,04-30-2008,Aitzol Aramaio,0,0,0,0
1263,tt3982462,Rajadhi Raja,09-05-2014,Ajai Vasudev,0,0,0,0
2927,tt6774092,Masterpiece,01-04-2018,Ajai Vasudev,0,0,0,0
2540,tt10644282,Shylock,01-24-2020,Ajai Vasudev,0,0,0,0
1723,tt13131798,Maha Samudram,08-19-2021,Ajay Bhupathi,0,0,0,0
1693,tt0476819,Nehlle Pe Dehlla,03-02-2007,Ajay Chandhok,0,0,0,0
1055,tt1039995,U Me Aur Hum,04-11-2008,Ajay Devgn,"$1,028,191",1310223.791,0,0
3711,tt1199534,Tulsi: Mathrudevobhava,01-18-2008,Ajay Kumar,0,0,0,0
2007,tt2105043,Upside Down,08-04-2012,Ajay Singh,0,0,0,0
1075,tt7781424,Looose Control,02-23-2018,Ajay Singh,0,0,0,0
198,tt7886890,Juliet Lover of Idiot,12-15-2017,Ajay Voddirala,0,0,0,0
1572,tt2951256,Namukku Parkkan,06-29-2012,Aji John,0,0,0,0
2112,tt2899136,Hotel California,05-03-2013,Aji John,0,0,0,0
1090,tt9244322,Ottakkoru Kaamukan,11-23-2018,"Ajinlal, Jayan Vannery",0,0,0,0
2885,tt1527068,Biday,03-17-1989,Ajit Ganguly,0,0,0,0
289,tt8112172,Charminar,03-09-2018,Ajith C. Logesh,0,0,0,0
2875,tt3332690,Mosayile Kuthira Meenukal,01-24-2014,Ajith Pillai,0,0,0,0
1886,tt1740670,Dus Tola,10-22-2010,Ajoy Varma,0,0,0,0
898,tt3173594,Hacker,12-02-2016,Akan Satayev,"$11,239",12424.7145,0,0
690,tt8902814,Biznesmeny,11-01-2018,Akan Satayev,0,0,11239,4261.677074
1062,tt7919680,Karwaan,08-03-2018,Akarsh Khurana,"$182,009",193530.1697,0,0
2835,tt2784992,Seepeeyan,01-01-1984,Akash Jain,0,0,0,0
2877,tt0213677,Ghaath,12-01-2000,Akashdeep,0,0,0,0
4747,tt0107349,The Slingshot,06-03-1994,Åke Sandgren,"$308,368",484045.2496,0,0
348,tt0780503,Dororo,03-15-2007,Akihiko Shiota,0,0,0,0
1865,tt1730701,La planque,09-07-2011,Akim Isker,0,0,0,0
932,tt0220379,D-Zaka no satsujin jiken,05-16-1998,Akio Jissôji,0,0,0,0
1038,tt0101991,Hachi-gatsu no rapusodi,12-20-1991,Akira Kurosawa,"$516,431",843331.823,0,0
2694,tt4042994,Sekai kara neko ga kietanara,05-14-2016,Akira Nagai,0,0,0,0
2622,tt0906607,Kyacchi bôru-ya,10-21-2006,Akira Ohsaki,0,0,0,0
2086,tt1837709,Winter's Tale,02-14-2014,Akiva Goldsman,"$12,600,231",14461285.12,0,0
663,tt3829378,Stephanie,04-17-2018,Akiva Goldsman,0,0,12600231,4960220.796
2156,tt0787475,Hot Rod,08-03-2007,Akiva Schaffer,"$13,938,332",18055715.27,0,0
1167,tt1298649,The Watch,07-27-2012,Akiva Schaffer,"$35,353,000",42066534.7,13938332,728613.2382
59,tt3960412,Popstar: Never Stop Never Stopping,06-03-2016,"Akiva Schaffer, Jorma Taccone","$9,639,125",10656052.69,0,0
3191,tt1336017,Veruthe Oru Bharya,08-11-2008,Aku Akbar,0,0,0,0
3303,tt0371924,Sadanandante Samayam,05-02-2003,"Aku Akbar, Aby Jose",0,0,0,0
995,tt0388318,Paha maa,01-14-2005,Aku Louhimies,0,0,0,0
1441,tt0363504,Bigger Than the Sky,02-18-2005,Al Corley,"$21,398",28621.9648,0,0
968,tt0118852,Chinese Coffee,09-02-2000,Al Pacino,0,0,0,0
1551,tt3112900,Salomé,09-21-2014,Al Pacino,0,0,0,0
1291,tt0795459,Wilde Salomé,04-01-2017,Al Pacino,0,0,0,0
2703,tt0103250,White Light,10-31-1991,Al Waxman,0,0,0,0
2941,tt0133314,Paparazzi,04-29-1998,Alain Berbérian,0,0,0,0
1660,tt0283957,Dead Weight,04-10-2002,"Alain Berbérian, Frédéric Forestier",0,0,0,0
1038,tt0808182,Gone for a Dance,04-25-2007,Alain Berliner,0,0,0,0
4260,tt0115796,C'est jamais loin,01-10-1996,Alain Centonze,0,0,0,0
4138,tt0357111,RRRrrrr!!!,01-28-2004,Alain Chabat,"$54,361",73860.2907,0,0
2639,tt0250223,Astérix & Obélix: Mission Cléopâtre,06-24-2005,Alain Chabat,"$3,115,188",4166875.469,54361,245.4593913
2071,tt1723642,Sur la piste du Marsupilami,04-04-2012,Alain Chabat,0,0,3169549,168158.3603
1918,tt7018010,Santa & Cie,12-06-2017,Alain Chabat,0,0,3169549,40374.8223
744,tt1847529,Ladygrey,05-06-2015,Alain Choquart,0,0,0,0
733,tt0082173,Le choix des armes,08-19-1981,Alain Corneau,0,0,0,0
2774,tt0087284,Fort Saganne,05-11-1984,Alain Corneau,0,0,0,0
2692,tt0103110,Tous les matins du monde,12-18-1991,Alain Corneau,"$3,089,497",5045148.601,0,0
4100,tt0114009,Le nouveau monde,02-22-1995,Alain Corneau,0,0,3089497,473.6123329
2331,tt1459012,Crime d'amour,09-02-2011,Alain Corneau,"$539,792",653688.112,3089497,13.37837617
1593,tt3501112,Security,03-04-2017,Alain Desrochers,0,0,0,0
1050,tt4738174,Bon Cop Bad Cop 2,05-12-2017,Alain Desrochers,0,0,0,0
732,tt10856180,Just a Night,08-22-2019,Alain Fresnot,0,0,0,0
3074,tt1239449,"Lila, Lila",12-17-2009,Alain Gsponer,0,0,0,0
323,tt0362274,"Va, petite!",07-16-2003,Alain Guesnier,0,0,0,0
1041,tt5231812,Rester vertical,08-24-2016,Alain Guiraudie,"$12,158",13440.669,0,0
2346,tt0092966,En toute innocence,08-01-1991,Alain Jessua,0,0,0,0
617,tt0246082,Half of Heaven,02-28-2001,Alain Mazars,0,0,0,0
2316,tt1754090,Le mystère Egoyan,07-06-2010,Alain Mazars,0,0,0,0
648,tt1282155,L'homme de chevet,11-18-2009,Alain Monne,0,0,0,0
3029,tt1389524,La marquise est une vraie salope,12-16-1992,Alain Payet,0,0,0,0
1806,tt0081176,Mon oncle d'Amérique,12-17-1980,Alain Resnais,0,0,0,0
2537,tt0086890,L'amour à mort,09-05-1984,Alain Resnais,0,0,0,0
1621,tt0091507,Mélo,09-03-1986,Alain Resnais,0,0,0,0
2837,tt0097555,I Want to Go Home,09-27-1989,Alain Resnais,0,0,0,0
4638,tt0119828,On connaît la chanson,11-12-1997,Alain Resnais,"$32,443",48872.1352,0,0
1006,tt1156143,Les herbes folles,11-04-2009,Alain Resnais,"$403,952",506232.6464,32443,676.4532594
1548,tt2751390,"Aimer, boire et chanter",03-26-2014,Alain Resnais,"$11,616",13331.6832,436395,41746.14407
4164,tt0217083,The Slammer,01-12-2000,Alain Robak,0,0,0,0
2070,tt0094239,La vallée fantôme,09-16-1987,Alain Tanner,0,0,0,0
3909,tt0102047,L'homme qui a perdu son ombre,10-23-1991,Alain Tanner,0,0,0,0
760,tt1469895,Ultimatum,09-30-2009,Alain Tasma,0,0,0,0
2450,tt1867988,Beny: Back to the Wild,03-30-2011,Alain Tixier,0,0,0,0
1976,tt0082405,The Four Seasons,05-22-1981,Alan Alda,"$50,427,646",92988579.22,0,0
1646,tt0092035,Sweet Liberty,05-16-1986,Alan Alda,"$14,205,021",24695429.01,50427646,352.2581198
2879,tt0095726,A New Life,03-25-1988,Alan Alda,"$7,721,852",13098577.55,64632667,190.9229299
1791,tt0099128,Betsy's Wedding,06-22-1990,Alan Alda,"$19,740,070",32652049.79,72354519,206.66632
1279,tt4624104,Victory by Submission,02-03-2017,Alan Autry,0,0,0,0
601,tt0787523,Nothing Is Private,09-26-2008,Alan Ball,"$372,124",474197.6132,0,0
1565,tt0084590,The Return of the Soldier,02-14-1985,Alan Bridges,0,0,0,0
2137,tt0376006,Book of Love,01-18-2004,Alan Brown,0,0,0,0
1543,tt0118301,Dead Man on Campus,08-21-1998,Alan Cohn,"$15,064,946",22375964.29,0,0
2858,tt0131904,Bad Girl,01-01-1983,Alan Colberg,0,0,0,0
1321,tt0435399,Sofía,06-27-2003,Alan Coton,0,0,0,0
1680,tt2246915,Pensamientos,08-21-2004,Alan Coton,0,0,0,0
2229,tt0489286,Suffering Man's Charity,03-09-2007,Alan Cumming,0,0,0,0
2,tt0254099,The Anniversary Party,06-29-2001,"Alan Cumming, Jennifer Jason Leigh","$4,047,329",5755301.838,0,0
1065,tt4538016,Unless,03-16-2018,Alan Gilsenan,0,0,0,0
147,tt0317950,Nola,05-08-2003,Alan Hruska,"$10,550",14556.89,0,0
1716,tt0083006,Rollover,12-11-1981,Alan J. Pakula,"$10,851,261",20009725.28,0,0
2261,tt0084707,Sophie's Choice,03-04-1983,Alan J. Pakula,"$30,036,000",54118864.8,10851261,25.99959882
1426,tt0093683,Orphans,09-18-1987,Alan J. Pakula,"$252,430",433523.282,40887261,292.8749634
1447,tt0098283,See You in the Morning,04-21-1989,Alan J. Pakula,"$4,795,009",8032599.077,41139691,4.791185693
1227,tt0100404,Presumed Innocent,07-27-1990,Alan J. Pakula,"$86,303,188",142754103.3,45934700,126.7347144
2495,tt0104006,Consenting Adults,10-16-1992,Alan J. Pakula,"$21,591,728",34803706.36,132237888,4596.551669
2745,tt0107798,The Pelican Brief,12-17-1993,Alan J. Pakula,"$100,768,056",160301823.5,153829616,1601.13507
1348,tt0118972,The Devil's Own,03-26-1997,Alan J. Pakula,"$42,868,348",64576879.43,254597672,30711.12748
1221,tt1056477,Down for Life,05-02-2010,Alan Jacobs,"$41,914",51642.2394,0,0
1254,tt0091981,Solarbabies,11-26-1986,Alan Johnson,"$1,579,260",2745543.51,0,0
1334,tt5277030,The Naked Wanderer,08-30-2019,Alan Lindsay,0,0,0,0
4272,tt0120379,Trouble on the Corner,10-09-1997,Alan Madison,0,0,0,0
2812,tt0163692,Jui hung 20 nin,04-23-1998,Alan Mak,0,0,0,0
2620,tt0261125,Oi yue shing,09-09-2000,Alan Mak,0,0,0,0
3953,tt0112536,Bloodsport 2,03-01-1996,"Alan Mehrez, Philip Tan","$684,351",1045346.153,0,0
1821,tt0095882,Police Academy 5: Assignment: Miami Beach,03-18-1988,Alan Myerson,"$19,510,371",33095442.33,0,0
834,tt2644990,Noche de circo,12-05-2013,Alan Nadal Piantini,0,0,0,0
2667,tt0893406,Loaded,03-25-2008,Alan Pao,0,0,0,0
1787,tt0084675,Shoot the Moon,02-19-1982,Alan Parker,"$9,217,530",16802635.44,0,0
2642,tt0086969,Birdy,12-21-1984,Alan Parker,"$1,455,045",2590998.632,9217530,31.18924668
1276,tt0092563,Angel Heart,03-06-1987,Alan Parker,"$17,185,632",29514604.4,10672575,14.02186469
1067,tt0095647,Mississippi Burning,01-27-1989,Alan Parker,"$34,603,943",57968525.31,27858207,325.9676138
4222,tt0099291,Come See the Paradise,01-01-1991,Alan Parker,"$947,306",1546950.698,62462150,1306.579665
2572,tt0111001,The Road to Wellville,10-28-1994,Alan Parker,"$6,562,513",10301176.66,63409456,101.7396433
1717,tt0116250,Evita,01-10-1997,Alan Parker,"$50,047,179",75391070.45,69971969,1973.5316
4749,tt0145653,Angela's Ashes,01-21-2000,Alan Parker,"$13,042,112",18821071.83,120019148,42110.47289
668,tt0289992,The Life of David Gale,02-21-2003,Alan Parker,"$19,955,598",27534734.12,133061260,30717.06256
1448,tt1559036,The Motel Life,11-08-2013,"Alan Polsky, Gabe Polsky",0,0,0,0
1052,tt1212436,The Back-up Plan,04-23-2010,Alan Poul,"$37,490,007",46191437.62,0,0
3359,tt0120521,The Winter Guest,12-24-1997,Alan Rickman,"$870,290",1311004.856,0,0
391,tt2639254,A Little Chaos,06-26-2015,Alan Rickman,"$558,173",628837.7018,870290,154238.4103
3063,tt8110246,Dark Web: Cicada 3301,03-12-2021,Alan Ritchson,0,0,0,0
865,tt0083885,Endangered Species,09-10-1982,Alan Rudolph,"$1,474,249",2687408.502,0,0
1394,tt0093467,Made in Heaven,11-06-1987,Alan Rudolph,"$4,572,845",7853404.003,1474249,14.54343678
2448,tt0100065,Love at Large,03-09-1990,Alan Rudolph,"$1,436,308",2375797.063,6047094,123.9076111
2270,tt0102469,Mortal Thoughts,04-19-1991,Alan Rudolph,"$18,784,957",30675834.78,7483402,53.55169126
359,tt0104201,Equinox,06-11-1993,Alan Rudolph,"$279,627",444830.6316,26268359,1411.049563
2675,tt0110588,Mrs. Parker and the Vicious Circle,11-23-1994,Alan Rudolph,"$2,144,667",3366483.79,26547986,29.32359505
228,tt0118566,Afterglow,03-20-1998,Alan Rudolph,"$2,465,960",3662690.388,28692653,921.3724682
302,tt0120618,Breakfast of Champions,02-18-1999,Alan Rudolph,"$178,278",261034.6476,31158613,1432.406637
2190,tt0162711,Trixie,08-18-2000,Alan Rudolph,"$295,683",426700.1373,31336891,146.5998876
1495,tt0243991,Investigating Sex,08-09-2002,Alan Rudolph,0,0,31632574,486.5581217
909,tt0314630,The Secret Lives of Dentists,08-29-2003,Alan Rudolph,"$3,707,346",5115396.011,31632574,0.7923178616
3127,tt5813010,Ray Meets Helen,05-04-2018,Alan Rudolph,0,0,35339920,1754581.103
705,tt0106627,The Crush,04-02-1993,Alan Shapiro,"$13,609,396",21649827.16,0,0
157,tt0116322,Flipper,05-17-1996,"Alan Shapiro, Shelly Hatton","$20,080,020",30672230.55,0,0
1951,tt0298903,Heidi,12-22-2005,Alan Simpson,0,0,0,0
270,tt0109966,Gypsy Angels,06-08-1990,Alan Smithee,0,0,0,0
3896,tt0117284,Palookaville,10-25-1996,Alan Taylor,"$365,284",557971.31,0,0
274,tt1981115,Thor: The Dark World,11-08-2013,Alan Taylor,"$206,362,140",241196069.2,365284,32165.93566
611,tt1340138,Terminator Genisys,07-01-2015,Alan Taylor,"$89,760,956",101124693,206727424,28380260.64
1533,tt8110232,The Many Saints of Newark,10-01-2021,Alan Taylor,0,0,296488380,129504953.7
3975,tt0119429,Julian Po,09-05-1997,Alan Wade,"$51,942",78245.4288,0,0
636,tt0212936,Erskineville Kings,09-23-1999,Alan White,0,0,0,0
1421,tt0469045,Broken,11-04-2006,Alan White,0,0,0,0
4337,tt3202890,Reclaim,09-19-2014,Alan White,0,0,0,0
1586,tt11197858,A Towering Task: The Story of the Peace Corps,09-22-2019,Alana DeJoseph,0,0,0,0
1775,tt8080302,Penguins,04-17-2019,"Alastair Fothergill, Jeff Wilson, Mark Linfield","$7,699,452",8024368.874,0,0
2584,tt2458776,Bears,04-18-2014,"Alastair Fothergill, Keith Scholey, Adam Chapman","$17,780,194",20406328.65,0,0
3848,tt0126120,What Rats Won't Do,07-01-1998,Alastair Reid,0,0,0,0
1350,tt1764645,In the Dark Half,08-10-2012,Alastair Siddons,0,0,0,0
734,tt2344900,Wedding in New York,03-17-2020,Alber Ponte,0,0,0,0
419,tt0416288,"Ver, oir y callar",03-04-2005,Albert Bravo,0,0,0,0
2772,tt0082764,Modern Romance,03-13-1981,Albert Brooks,"$2,863,642",5280555.848,0,0
645,tt0089504,Lost in America,02-08-1985,Albert Brooks,"$10,179,000",17910968.4,2863642,14.00261283
3999,tt0101698,Defending Your Life,04-05-1991,Albert Brooks,"$16,371,128",26734052.02,13042642,403.7017273
2810,tt0117091,Mother,01-24-1997,Albert Brooks,"$19,145,198",28840326.27,29413770,5121.819948
1309,tt0164108,The Muse,08-27-1999,Albert Brooks,"$11,614,954",17006615.65,48558968,11278.05401
2283,tt0433116,Looking for Comedy in the Muslim World,01-20-2006,Albert Brooks,"$888,975",1170335.588,60173922,80793.49711
1948,tt7233106,The Amaranth,11-12-2019,Albert Chi,0,0,0,0
279,tt5258850,Au revoir là-haut,10-25-2017,Albert Dupontel,0,0,0,0
1633,tt4244998,Alpha,08-17-2018,Albert Hughes,"$35,857,181",38126940.56,0,0
3401,tt0112819,Dead Presidents,10-06-1995,"Albert Hughes, Allen Hughes","$24,147,179",37394321.4,0,0
1194,tt0120681,From Hell,10-19-2001,"Albert Hughes, Allen Hughes","$31,602,566",44938848.85,24147179,29837.77651
2312,tt1037705,The Book of Eli,01-15-2010,"Albert Hughes, Allen Hughes","$94,835,059",116846276.2,55749745,889177.8667
1246,tt0110052,Hong Kong 97,11-09-1994,Albert Pyun,0,0,0,0
3568,tt0115471,Adrenalin: Fear the Rush,11-29-1996,Albert Pyun,"$37,536",57336.24,0,0
2876,tt0119642,Mean Guns,11-21-1997,Albert Pyun,0,0,37536,10.98454746
638,tt0130192,Postmortem,06-20-1998,Albert Pyun,0,0,37536,0.003006333041
1360,tt0196158,Ticker,06-23-2001,Albert Pyun,0,0,37536,0.000002398821266
1970,tt1136688,Tales of an Ancient Empire,07-31-2010,Albert Pyun,0,0,37536,0.00000004743253441
1186,tt1178642,Cyrano Fernández,11-11-2007,Alberto Arvelo,0,0,0,0
1865,tt2387513,Libertador,07-24-2014,Alberto Arvelo,"$113,067",129766.9959,0,0
3265,tt0189547,Gialloparma,02-26-1999,Alberto Bevilacqua,0,0,0,0
2726,tt3312058,El Día del Padre,11-16-2013,Alberto Carpintero,0,0,0,0
1710,tt0100433,Las puertitas del señor López,06-09-1988,Alberto Fischerman,0,0,0,0
3140,tt4762758,The Summoning,01-10-2017,Alberto G. Rodriguez,0,0,0,0
2164,tt5139362,La voce del Lupo,11-02-2018,Alberto Gelpi,0,0,0,0
131,tt0451769,Imaginum,12-09-2008,"Alberto Mar, Isaac Sandoval",0,0,0,0
2127,tt2638662,Summer Camp,06-10-2016,Alberto Marini,0,0,0,0
1132,tt2932532,Bite,09-20-2016,Alberto Sciamma,0,0,0,0
1524,tt13735138,Youth,09-03-2020,Alden Taylor,0,0,0,0
1990,tt2375627,The Fortune Theory,01-01-2013,Aldo Filiberto,0,0,0,0
828,tt0263265,The Devil and Daniel Webster,08-17-2007,Alec Baldwin,0,0,0,0
197,tt0094774,Boda secreta,08-18-1989,Alejandro Agresti,0,0,0,0
633,tt0106217,The Act in Question,05-01-1993,Alejandro Agresti,0,0,0,0
1518,tt0115773,Buenos Aires Vice Versa,03-20-1997,Alejandro Agresti,0,0,0,0
1388,tt0118905,La cruz,06-11-1998,Alejandro Agresti,0,0,0,0
2141,tt0410297,The Lake House,06-16-2006,Alejandro Agresti,"$52,330,111",68892591.13,0,0
3593,tt1859476,We Are Not Animals,01-01-2017,Alejandro Agresti,0,0,52330111,16541111.13
2388,tt0117883,Tesis,04-12-1996,Alejandro Amenábar,0,0,0,0
4813,tt0125659,Abre los ojos,12-19-1997,Alejandro Amenábar,"$370,720",558452.608,0,0
3598,tt0230600,The Others,08-10-2001,Alejandro Amenábar,"$96,522,687",137255260.9,370720,445.6019921
1558,tt0369702,Mar adentro,03-04-2005,Alejandro Amenábar,"$2,104,923",2815545.005,96893407,456140.9365
3015,tt1186830,Agora,10-09-2009,Alejandro Amenábar,"$619,423",776260.9036,98998330,45284.34474
1508,tt3319920,Regression,10-02-2015,Alejandro Amenábar,"$55,039",62006.9374,99617753,96653.97692
4070,tt0756703,Feel the Noise,10-05-2007,Alejandro Chomski,"$5,898,393",7640778.292,0,0
2064,tt0187389,Los pasajeros del jardín,05-20-1982,Alejandro Doria,0,0,0,0
2040,tt0489751,The Hands,08-10-2006,Alejandro Doria,0,0,0,0
1161,tt0245712,Amores perros,04-13-2001,Alejandro G. Iñárritu,"$5,408,467",7690840.074,0,0
2084,tt0315733,21 Grams,01-16-2004,Alejandro G. Iñárritu,"$16,290,476",22133869.74,5408467,17891.24079
3175,tt0449467,Babel,11-10-2006,Alejandro G. Iñárritu,"$34,302,837",45159684.91,21698943,105166.8478
2135,tt1164999,Biutiful,02-04-2011,Alejandro G. Iñárritu,"$5,101,237",6177598.007,56001780,1278620.027
8,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),11-14-2014,Alejandro G. Iñárritu,"$42,340,598",48594304.32,61103017,614051.6168
2102,tt1663202,The Revenant,01-08-2016,Alejandro G. Iñárritu,"$183,637,894",203011691.8,103443615,8270448.383
2979,tt1773687,Single in South Beach,11-25-2015,"Alejandro Itkin, Hunter Carson",0,0,0,0
1975,tt0100456,The Rainbow Thief,01-19-1994,Alejandro Jodorowsky,0,0,0,0
2153,tt2301592,La Danza de la Realidad,09-04-2013,Alejandro Jodorowsky,"$293,680",343253.184,0,0
2234,tt4451458,Poesía Sin Fin,07-14-2017,Alejandro Jodorowsky,"$153,440",166390.336,293680,82415.08948
2635,tt0483817,Sultanes del Sur,12-21-2007,Alejandro Lozano,0,0,0,0
1486,tt0126351,El impostor,05-22-1997,Alejandro Maci,0,0,0,0
8,tt0482463,Bella,11-30-2007,Alejandro Monteverde,"$8,070,537",10454573.63,0,0
328,tt1810683,Little Boy,04-24-2015,Alejandro Monteverde,"$6,485,961",7307083.663,8070537,1229970.133
2105,tt1119217,Todos hemos pecado,11-02-2014,Alejandro Ramirez,0,0,0,0
2845,tt0126651,Santitos,01-28-2000,Alejandro Springall,"$243,000",350673.3,0,0
2580,tt1421046,"No eres tú, soy yo",04-08-2011,Alejandro Springall,"$1,339,911",1622632.221,243000,9905.652774
1112,tt2063618,Casi treinta,08-21-2014,Alejandro Sugich,0,0,0,0
1193,tt0314448,El nudo,11-04-2006,Alejandro Wiedemann,0,0,0,0
565,tt1693679,Hirokin,11-06-2012,Alejo Mo-Sun,0,0,0,0
1039,tt1404022,Castro,11-01-2009,Alejo Moguillansky,0,0,0,0
1565,tt10228188,Por el dinero,05-21-2019,Alejo Moguillansky,0,0,0,0
3065,tt1846800,Trash,10-30-2010,Alejo Rébora,0,0,0,0
619,tt0111732,With Honors,04-29-1994,Alek Keshishian,"$20,016,254",31419513.9,0,0
855,tt0452643,Love and Other Disasters,04-25-2007,Alek Keshishian,0,0,20016254,213094.3927
1215,tt2381978,Ready or Not,09-25-2012,Alek Lev,0,0,0,0
31,tt0108922,Seobe,05-21-1989,Aleksandar Petrovic,0,0,0,0
509,tt2679042,Hitman: Agent 47,08-21-2015,Aleksander Bach,"$22,467,450",25311829.17,0,0
971,tt5629524,Za granyu realnosti,03-01-2018,"Aleksandr Boguslavskiy, Francesco Cinquemani",0,0,0,0
2272,tt0432314,Leningrad,10-18-2011,Aleksandr Buravskiy,0,0,0,0
2643,tt1234560,Vsyo mogut koroli,03-06-2008,Aleksandr Chernyaev,0,0,0,0
870,tt7584702,Wake Up,08-16-2019,Aleksandr Chernyaev,0,0,0,0
498,tt5837242,Kak Vitka Chesnok vyoz Lyokhu Shtyrya v dom invalidov,03-23-2018,Aleksandr Khant,"$12,954",13773.9882,0,0
2314,tt1087455,Indi,05-10-2007,Aleksandr Kirienko,0,0,0,0
2251,tt1334009,Illusion of Fear,09-01-2008,Aleksandr Kirienko,0,0,0,0
825,tt9750028,Bolshaya poeziya,11-28-2019,Aleksandr Lungin,0,0,0,0
590,tt1956707,Yavlenie prirody,06-01-2010,"Aleksandr Lungin, Sergey Osipyan",0,0,0,0
1653,tt9699628,Parquet,05-13-2021,Aleksandr Mindadze,0,0,0,0
391,tt0244851,Tonkaya shtuchka,11-10-1999,Aleksandr Polynnikov,0,0,0,0
277,tt0416111,Peregon,07-06-2006,Aleksandr Rogozhkin,0,0,0,0
2653,tt0363249,Otets i syn,09-12-2003,Aleksandr Sokurov,"$39,291",54213.7218,0,0
4182,tt1437357,Faust,11-15-2013,Aleksandr Sokurov,"$58,132",67944.6816,39291,3125.313176
2036,tt4573394,Endless Corridor,07-01-2014,"Aleksandras Brokas, Mindaugas Urbonavicius",0,0,0,0
2163,tt9430712,Let the Summer Never Come Again,02-15-2017,Aleksandre Koberidze,0,0,0,0
2179,tt14035154,What Do We See When We Look at the Sky?,03-03-2021,Aleksandre Koberidze,0,0,0,0
465,tt0209212,Otryad,05-09-1986,Aleksei Simonov,0,0,0,0
1438,tt0847880,Gruz 200,06-14-2007,Aleksey Balabanov,0,0,0,0
761,tt8900172,"Chelovek, kotoryy udivil vsekh",10-25-2018,"Aleksey Chupov, Natasha Merkulova",0,0,0,0
1476,tt0084345,Moy drug Ivan Lapshin,01-01-1985,Aleksey German,0,0,0,0
28,tt0067625,Proverka na dorogakh,10-01-1986,Aleksey German,0,0,0,0
204,tt0156701,"Khrustalyov, mashinu!",01-13-1999,Aleksey German,0,0,0,0
374,tt2328813,Trudno byt bogom,02-27-2014,Aleksey German,"$28,608",32833.4016,0,0
575,tt1852113,Svyaz vremyon,05-01-2011,Aleksey Kolmogorov,0,0,0,0
2171,tt9024986,Prazdnik,01-03-2019,Aleksey Krasovskiy,0,0,0,0
726,tt9127192,Moya zhizn,05-31-2018,Aleksey Lukanev,0,0,0,0
928,tt4419196,Matilda,10-26-2017,Aleksey Uchitel,0,0,0,0
995,tt1380174,Paha perhe,01-29-2010,Aleksi Salmenperä,0,0,0,0
2136,tt4940780,Jättiläinen,01-22-2016,Aleksi Salmenperä,0,0,0,0
2289,tt0102539,Nirvana Street Murder,05-30-1991,Aleksi Vellis,0,0,0,0
872,tt5239558,Muskarci ne placu,10-03-2018,Alen Drljevic,0,0,0,0
198,tt0929441,Lezione 21,10-17-2008,Alessandro Baricco,0,0,0,0
2517,tt0098397,Streghe,05-26-1989,Alessandro Capone,0,0,0,0
3878,tt0847743,Hidden Love,06-05-2009,Alessandro Capone,0,0,0,0
1694,tt3481210,2047: Sights of Death,07-24-2014,Alessandro Capone,0,0,0,0
2077,tt2267968,Kung Fu Panda 3,01-29-2016,"Alessandro Carloni, Jennifer Yuh Nelson","$143,528,619",158670888.3,0,0
664,tt1618473,Sensory Perception,10-01-2019,Alessandro Signore,0,0,0,0
3534,tt0363919,Radio West,10-01-2004,Alessandro Valori,0,0,0,0
1464,tt7121252,Sulla mia pelle,12-07-2018,Alessio Cremonini,0,0,0,0
1160,tt5344054,American Night,10-22-2021,Alessio Della Valle,0,0,0,0
1381,tt5829040,Fun Mom Dinner,08-04-2017,Alethea Jones,0,0,0,0
2580,tt0830845,¿Adiós patria?,11-10-1996,"Alex Anton, Joe Cardona",0,0,0,0
1491,tt3733774,The Trust,05-13-2016,"Alex Brewer, Benjamin Brewer",0,0,0,0
1760,tt0091954,Sid and Nancy,11-07-1986,Alex Cox,"$2,826,523",4913910.236,0,0
926,tt0096409,Walker,12-04-1987,Alex Cox,0,0,2826523,26.59258642
209,tt0118174,The Winner,07-25-1997,Alex Cox,"$26,004",39172.4256,2826523,0.005094640452
295,tt0119879,Perdita Durango,10-31-1997,Álex de la Iglesia,0,0,0,0
